Price,Rooms & Living Space Details,Address
CHF 4’500.– / Monat,4.5 Zimmer 173m² Wohnfläche,"Riedtlistrasse 9, 8006 Zürich"
CHF 7’880.– / Monat,9 Zimmer 180m² Wohnfläche,"Neptunstrasse 88, 8032 Zürich"
CHF 3’840.– / Monat,6.5 Zimmer 143m² Wohnfläche,"Im Glockenacker 59, 8053 Zürich"
CHF 9’150.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Zollikerstrasse 147, 8008 Zürich"
CHF 4’340.– / Monat,4.5 Zimmer 152m² Wohnfläche,"Badenerstrasse 841, 8048 Zürich"
CHF 10’960.– / Monat,7.5 Zimmer 230m² Wohnfläche,"Stadelhoferstrasse 38, 8001 Zürich"
CHF 2’970.– / Monat,5 Zimmer 114m² Wohnfläche,"Speerstrasse 47, 8038 Zürich"
CHF 3’540.– / Monat,,"Freilagerstrasse 19, 8047 Zürich"
CHF 2’550.– / Monat,3.5 Zimmer 47m² Wohnfläche,"Herrligweg 9, 8048 Zürich"
CHF 9’740.– / Monat,8 Zimmer 150m² Wohnfläche,"Clausiusstrasse 60, 8006 Zürich"
CHF 7’360.– / Monat,7.5 Zimmer 180m² Wohnfläche,"Hofstrasse 53, 8032 Zürich"
CHF 9’820.– / Monat,7.5 Zimmer 210m² Wohnfläche,"Gotthardstrasse 53, 8002 Zürich"
Preis auf Anfrage,7.5 Zimmer 220m² Wohnfläche,"Hagenholzstrasse, 8050 Zürich, 8050 Zürich"
CHF 8’850.– / Monat,7.5 Zimmer 220m² Wohnfläche,"Kurfirstenstrasse 16, 8002 Zürich"
CHF 4’130.– / Monat,4.5 Zimmer 116m² Wohnfläche,8053 Zürich
Preis auf Anfrage,7.5 Zimmer 210m² Wohnfläche,"Hagenholzstrasse, 8050 Zürich, 8050 Zürich"
Preis auf Anfrage,7.5 Zimmer 210m² Wohnfläche,"Hagenholzstrasse, 8050 Zürich, 8050 Zürich"
Preis auf Anfrage,7.5 Zimmer 210m² Wohnfläche,"Hagenholzstrasse, 8050 Zürich, 8050 Zürich"
Preis auf Anfrage,7.5 Zimmer 210m² Wohnfläche,"Hagenholzstrasse, 8050 Zürich, 8050 Zürich"
CHF 2’750.– / Monat,2 Zimmer 72m² Wohnfläche,"Sonneggstrasse 44, 8006 Zürich"
CHF 3’120.– / Monat,7.5 Zimmer 150m² Wohnfläche,"Balberstrasse 68, 8038 Zürich"
CHF 6’320.– / Monat,7.5 Zimmer,"Fortunagasse 34, Zürich, Schweiz, 8001 Zürich"
CHF 8’250.– / Monat,6.5 Zimmer 210m² Wohnfläche,"Limmatstrasse 260, 8005 Zürich"
CHF 3’840.– / Monat,5 Zimmer 121m² Wohnfläche,"Köchlistrasse 2, 8004 Zürich"
CHF 5’910.– / Monat,6.5 Zimmer 173m² Wohnfläche,"Asylstr. 11, 8032 Zürich"
CHF 5’910.– / Monat,6.5 Zimmer 173m² Wohnfläche,"Asylstr. 11, 8032 Zürich"
CHF 5’170.– / Monat,6 Zimmer 173m² Wohnfläche,8038 Zürich
CHF 5’700.– / Monat,3 Zimmer 127m² Wohnfläche,"Weinbergstrasse 46, 8006 Zürich"
CHF 2’640.– / Monat,3.5 Zimmer 100m² Wohnfläche,"Riedhofstrasse 378, 8049 Zürich"
CHF 7’360.– / Monat,7.5 Zimmer 260m² Wohnfläche,"Läufebachweg 5, 8047 Zürich"
CHF 11’160.– / Monat,7.5 Zimmer 250m² Wohnfläche,8053 Zürich
CHF 7’860.– / Monat,7.5 Zimmer 160m² Wohnfläche,8044 Zürich
CHF 3’540.– / Monat,2 Zimmer 123m² Wohnfläche,"Birchstrasse 98, 8050 Zürich"
CHF 6’700.– / Monat,6.5 Zimmer 135m² Wohnfläche,"Elisabethenstrasse 28, 8004 Zurich"
CHF 3’880.– / Monat,6 Zimmer 140m² Wohnfläche,"Renggerstrasse 57, 8038 Zürich"
CHF 3’990.– / Monat,4.5 Zimmer 143m² Wohnfläche,"Rötelstrasse 6, 8006 Zürich"
CHF 4’290.– / Monat,5 Zimmer 146m² Wohnfläche,"Langstrasse 206, 8005 Zürich"
CHF 2’760.– / Monat,5 Zimmer,"Hirzenbachstrasse 82, 8051 Zürich"
CHF 4’380.– / Monat,4.5 Zimmer 125m² Wohnfläche,"Englischviertelstrasse 47, 8032 Zürich"
CHF 17’400.– / Monat,7.5 Zimmer 550m² Wohnfläche,"Bäckerstrasse 40, 8004 Zürich"
CHF 1’980.– / Monat,2 Zimmer 52m² Wohnfläche,"Jakob Füglistrasse 16, 8048 Zürich"
CHF 5’440.– / Monat,6.5 Zimmer 145m² Wohnfläche,"Bucheggstrasse 21, 8037 Zürich"
CHF 5’600.– / Monat,6.5 Zimmer,"Bellariastrasse 40, 8038 Zürich"
CHF 5’200.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Heidwiesen 19, 8051 Zürich"
CHF 3’100.– / Monat,6.5 Zimmer 123m² Wohnfläche,"Altstetterstrasse 288, 8047 Zürich"
CHF 8’250.– / Monat,6.5 Zimmer 210m² Wohnfläche,"Limmatstrasse 260, 8005 Zürich"
CHF 6’100.– / Monat,4.5 Zimmer 137m² Wohnfläche,"Haspelstrasse 5, 8041 Zürich"
CHF 9’070.– / Monat,8 Zimmer 189m² Wohnfläche,"Clausiusstrasse 60, 8006 Zürich"
CHF 9’300.– / Monat,8 Zimmer 150m² Wohnfläche,"Clausiusstrasse 60, 8006 Zürich"
CHF 5’350.– / Monat,10.5 Zimmer,"Frohalpstrasse 53, 8038 Zürich"
CHF 4’720.– / Monat,6.5 Zimmer 169m² Wohnfläche,"Riedenhaldenstrasse 33, 8046 Zürich"
CHF 5’280.– / Monat,6.5 Zimmer 139m² Wohnfläche,"Forchstrasse 284, 8008 Zürich"
CHF 6’370.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Schaffhauserstrasse 486, 8052 Zürich"
CHF 5’050.– / Monat,4.5 Zimmer 104m² Wohnfläche,"Klosbachstrasse 44, 8032 Zürich"
CHF 5’550.– / Monat,4.5 Zimmer 114m² Wohnfläche,"Neptunstrasse 57, 8032 Zürich"
CHF 5’200.– / Monat,4.5 Zimmer 110m² Wohnfläche,"Rebgasse 8, 8004 Zürich"
CHF 7’190.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Birmensdorferstrasse 280, 8055 Zürich"
CHF 5’330.– / Monat,5 Zimmer 114m² Wohnfläche,"Dachslernstrasse 85, 8048 Zürich"
CHF 6’850.– / Monat,3 Zimmer 110m² Wohnfläche,"Zweierstrasse 119, 8003 Zürich"
CHF 4’780.– / Monat,3.5 Zimmer 62m² Wohnfläche,"Zweierstrasse 119, 8003 Zurich"
CHF 6’990.– / Monat,6.5 Zimmer 133m² Wohnfläche,"Uhlandstrasse 6, 8037 Zürich"
CHF 7’160.– / Monat,3 Zimmer 110m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 5’070.– / Monat,64m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 5’220.– / Monat,56m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 4’450.– / Monat,50m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 6’000.– / Monat,87m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 3’390.– / Monat,5 Zimmer 141m² Wohnfläche,"Hornbachstrasse 63, 8008 Zürich"
CHF 2’760.– / Monat,3 Zimmer 121m² Wohnfläche,"Fritz Fleiner-Weg 5, 8044 Zürich"
CHF 2’500.– / Monat,3 Zimmer,"Fritz Fleiner-Weg 5, 8044 Zürich"
CHF 2’480.– / Monat,3 Zimmer 81m² Wohnfläche,"Felsenrainstrasse 29, 8052 Zürich"
CHF 5’350.– / Monat,6.5 Zimmer 181m² Wohnfläche,"Zurlindenstrasse 111, 8003 Zürich"
CHF 4’140.– / Monat,7.5 Zimmer,"Lehfrauenweg 5, 8053 Zürich"
CHF 5’230.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Regensbergstrasse 30, 8050 Zürich-Oerlikon"
CHF 3’860.– / Monat,3 Zimmer 112m² Wohnfläche,"Würzwies 9, 8064 Zürich"
CHF 6’640.– / Monat,7.5 Zimmer 154m² Wohnfläche,"Mittelstrasse 55, 8008 Zürich"
CHF 3’990.– / Monat,4.5 Zimmer 164m² Wohnfläche,"Im Glockenacker 39, 8053 Zürich"
CHF 3’530.– / Monat,3 Zimmer 89m² Wohnfläche,"Grubenackerstrasse 71, 8052 Zürich"
CHF 2’790.– / Monat,2 Zimmer 54m² Wohnfläche,"Grubenackerstrasse 71, 8052 Zürich"
CHF 5’040.– / Monat,6.5 Zimmer 162m² Wohnfläche,"Wydäckerring 63, 8047 Zürich"
CHF 3’910.– / Monat,6.5 Zimmer 171m² Wohnfläche,"Birmensdorferstrasse 529C, 8055 Zürich"
CHF 3’340.– / Monat,4.5 Zimmer 75m² Wohnfläche,"Badenerstrasse 296 8004 Zürich, 8047 Zürich"
CHF 3’650.– / Monat,3 Zimmer 87m² Wohnfläche,"Klosbachstrasse 44, 8032 Zürich"
CHF 3’100.– / Monat,3 Zimmer 41m² Wohnfläche,"Hildastrasse 1, 8004 Zürich"
CHF 5’810.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Karl-Stauffer-Strasse 1, 8008 Zürich"
CHF 4’730.– / Monat,3 Zimmer 170m² Wohnfläche,"Max Bill Platz 5, 8050 Zürich"
CHF 11’530.– / Monat,11.5 Zimmer 330m² Wohnfläche,"Voltastrasse 31, 8044 Zürich"
CHF 4’580.– / Monat,4.5 Zimmer 104m² Wohnfläche,"Gotthelfstrasse 41, 8003 Zürich"
CHF 4’730.– / Monat,6.5 Zimmer 146m² Wohnfläche,"Badenerstrasse 701, 8048 Zürich"
CHF 5’480.– / Monat,6.5 Zimmer 150m² Wohnfläche,"Winzerhalde 107, 8049 Zürich"
CHF 3’770.– / Monat,5 Zimmer 123m² Wohnfläche,"Dennlerstrasse 11a, 8048 Zürich"
CHF 2’820.– / Monat,4.5 Zimmer 87m² Wohnfläche,"Manessestrasse 118, 8045 Zürich"
CHF 4’140.– / Monat,7.5 Zimmer 170m² Wohnfläche,"Wiesliacher 97, 8053 Zürich"
CHF 3’250.– / Monat,5 Zimmer 131m² Wohnfläche,"Baslerstrasse 119, 8048 Zürich"
CHF 3’960.– / Monat,6.5 Zimmer 131m² Wohnfläche,"Ferdinand Hodler-Str. 14, 8049 Zürich"
CHF 4’060.– / Monat,4.5 Zimmer 150m² Wohnfläche,"Rötelstr. 6, 8006 Zürich"
CHF 3’730.– / Monat,3 Zimmer 127m² Wohnfläche,"Würzwies 9, 8064 Zürich"
CHF 4’910.– / Monat,4.5 Zimmer 89m² Wohnfläche,"Badenerstrasse 250, 8004 Zürich"
CHF 4’610.– / Monat,4.5 Zimmer 112m² Wohnfläche,"Badenerstrasse 250, 8004 Zürich"
CHF 2’910.– / Monat,4.5 Zimmer 100m² Wohnfläche,"Dohlenweg 28, 8050 Zürich"
CHF 2’910.– / Monat,5 Zimmer 116m² Wohnfläche,"Caspar Wüst-Strasse 38, 8052 Zürich"
CHF 2’720.– / Monat,5 Zimmer,"Konradstrasse 75, 8005 Zürich"
CHF 22’320.– / Monat,6 Zimmer 340m² Wohnfläche,"Zurich, 8001 ZÃ¼rich"
CHF 10’930.– / Monat,8 Zimmer 240m² Wohnfläche,"Stapferstrasse 31, 8006 Zürich"
CHF 3’390.– / Monat,3.5 Zimmer 114m² Wohnfläche,"Altstetterstrasse 178, 8048 Zürich"
CHF 5’500.– / Monat,6.5 Zimmer 187m² Wohnfläche,"Stampfenbachplatz 4, 8006 Zürich"
CHF 7’420.– / Monat,7.5 Zimmer 180m² Wohnfläche,"Wehntalerstrasse 571, 8046 Zürich"
CHF 3’650.– / Monat,4.5 Zimmer 171m² Wohnfläche,"Eulenweg 23, 8048 Zürich"
CHF 4’380.– / Monat,7.5 Zimmer 156m² Wohnfläche,"Riedgrabenweg 28, 8050 Zürich"
CHF 3’590.– / Monat,5 Zimmer 187m² Wohnfläche,"Luegislandstrasse 80, 8051 Zürich"
CHF 3’310.– / Monat,4.5 Zimmer 108m² Wohnfläche,"Birmensdorferstrasse 141, 8003 Zürich"
CHF 9’440.– / Monat,8 Zimmer 160m² Wohnfläche,"Clausiusstrasse 60, 8006 Zürich"
CHF 5’870.– / Monat,7.5 Zimmer 170m² Wohnfläche,"Wehntalerstrasse 571, 8046 Zürich"
CHF 8’250.– / Monat,7.5 Zimmer 180m² Wohnfläche,"Augustinergasse 38, 8001 Zürich"
CHF 3’830.– / Monat,45m² Wohnfläche,"Albertstrasse 7, 8005 Zürich"
Preis auf Anfrage,7.5 Zimmer 290m² Wohnfläche,"Lintheschergasse 23, 8001 Zürich"
CHF 3’530.– / Monat,41m² Wohnfläche,"Rotachstrasse 33, 8003 Zurich"
CHF 5’840.– / Monat,3 Zimmer 79m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 6’100.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Goldbrunnenstrasse 107, 8055 Zürich"
CHF 2’410.– / Monat,3 Zimmer,"Hortensienstrasse 9, 8050 Zürich"
CHF 2’350.– / Monat,5 Zimmer 110m² Wohnfläche,"Hirzenbachstrasse 99, 8051 Zürich"
CHF 4’510.– / Monat,4.5 Zimmer 143m² Wohnfläche,"Schmelzbergstrasse 60, 8044 Zürich"
CHF 4’380.– / Monat,6 Zimmer 164m² Wohnfläche,"Hammerstrasse 101, 8032 Zürich"
CHF 5’920.– / Monat,5 Zimmer 139m² Wohnfläche,"Markusstrasse 18, 8006 Zürich"
CHF 2’300.– / Monat,2 Zimmer 72m² Wohnfläche,"Knüslistrasse 6, 8004 Zürich"
CHF 1’970.– / Monat,5 Zimmer 137m² Wohnfläche,"Langgrütstrasse 145, 8047 Zürich"
CHF 6’010.– / Monat,7.5 Zimmer 180m² Wohnfläche,"Buckhauserstrasse 49, 8048 Zürich"
CHF 8’130.– / Monat,10.5 Zimmer 220m² Wohnfläche,"In der Hub 15, 8057 Zürich"
CHF 3’530.– / Monat,4.5 Zimmer 114m² Wohnfläche,"Badenerstrasse 565, 8048 Zürich"
CHF 7’710.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Spitalgasse 2, 8001 Zürich"
CHF 3’980.– / Monat,6.5 Zimmer,"Schrennengasse 6, 8003 Zürich"
CHF 2’300.– / Monat,4.5 Zimmer 125m² Wohnfläche,"Stiglenstrasse 39, 8052 Zürich"
CHF 2’170.– / Monat,2 Zimmer 77m² Wohnfläche,"Leutholdstrasse 15, 8037 Zürich"
CHF 2’230.– / Monat,2 Zimmer 49m² Wohnfläche,"Brinerstrasse 4, 8003 Zürich"
CHF 5’630.– / Monat,7.5 Zimmer,"Im Tannegg 3, 8003 Zürich"
CHF 3’130.– / Monat,6 Zimmer 146m² Wohnfläche,"Blauäcker 19/21/23, 8051 Zürich"
CHF 2’580.– / Monat,2 Zimmer 72m² Wohnfläche,"Mühlebachstr. 41, 8008 Zürich"
CHF 3’960.– / Monat,3 Zimmer 83m² Wohnfläche,"Schrennengasse 10, 8003 Zürich"
CHF 3’320.– / Monat,5 Zimmer,"Konradstrasse 75, 8005 Zürich"
CHF 4’760.– / Monat,5 Zimmer 179m² Wohnfläche,"Pflugstr. 20, 8006 Zürich"
CHF 4’800.– / Monat,6 Zimmer 173m² Wohnfläche,"Sempacherstrasse 35, 8032 Zürich"
CHF 5’910.– / Monat,6.5 Zimmer 173m² Wohnfläche,"Asylstr. 11, 8032 Zürich"
CHF 5’910.– / Monat,6.5 Zimmer 173m² Wohnfläche,"Asylstr. 11, 8032 Zürich"
CHF 2’510.– / Monat,3.5 Zimmer 77m² Wohnfläche,"Engelstrasse 43, 8004 Zürich"
CHF 2’650.– / Monat,3 Zimmer 70m² Wohnfläche,"Schoffelgasse 2/4, 8001 Zürich"
CHF 3’060.– / Monat,4.5 Zimmer,"Morgentalstrasse 67, 8038 Zürich"
CHF 3’980.– / Monat,6.5 Zimmer,"Giesshübelstrasse 92, 8045 Zürich"
CHF 5’950.– / Monat,4.5 Zimmer 168m² Wohnfläche,8032 Zürich
CHF 5’440.– / Monat,4.5 Zimmer 168m² Wohnfläche,8032 Zürich
CHF 3’440.– / Monat,6.5 Zimmer 162m² Wohnfläche,"Auhofstrasse 5, 8051 Zürich"
CHF 3’490.– / Monat,6.5 Zimmer 185m² Wohnfläche,"Waffenplatzstrasse 40, 8002 Zürich"
CHF 3’690.– / Monat,3 Zimmer 93m² Wohnfläche,"Klosbachstr. 50, 8032 Zürich"
CHF 3’250.– / Monat,7.5 Zimmer 127m² Wohnfläche,"Schwandenwiesen 24, 8052 Zürich"
CHF 9’220.– / Monat,7.5 Zimmer 170m² Wohnfläche,"Gustav-Gull-Platz 11, 8004 Zürich"
CHF 3’120.– / Monat,5 Zimmer,"Heinrichstrasse 120, 8005 Zürich"
CHF 4’450.– / Monat,4.5 Zimmer 158m² Wohnfläche,"Uetlibergstrasse 197, 8045 Zürich"
CHF 2’600.– / Monat,3.5 Zimmer,"Rindermarkt 6, 8001 Zürich"
CHF 4’310.– / Monat,6 Zimmer 137m² Wohnfläche,"Waffenplatzstrasse 80, 8002 Zürich"
CHF 3’940.– / Monat,5 Zimmer 146m² Wohnfläche,"Waffenplatzstrasse 80, 8002 Zürich"
CHF 3’690.– / Monat,3 Zimmer 89m² Wohnfläche,"Sihlfeldstrasse 55, 8003 Zürich"
CHF 2’430.– / Monat,3 Zimmer,"Forchstrasse 247, 8032 Zürich"
CHF 2’410.– / Monat,3.5 Zimmer 50m² Wohnfläche,"Friesenbergstrasse 108, 8055 Zürich"
CHF 6’170.– / Monat,7.5 Zimmer 190m² Wohnfläche,"Buckhauserstr. 23, 8048 Zürich"
CHF 4’440.– / Monat,5 Zimmer 125m² Wohnfläche,"Höschgasse 44, 8008 Zürich"
CHF 23’650.– / Monat,6.5 Zimmer 180m² Wohnfläche,"Schützengasse 14, 8001 Zürich"
CHF 4’090.– / Monat,4.5 Zimmer 143m² Wohnfläche,"Badenerstrasse 841, 8048 Zürich"
CHF 12’470.– / Monat,7.5 Zimmer 310m² Wohnfläche,"Seestrasse 261, 8038 Zürich"
CHF 5’450.– / Monat,6.5 Zimmer 156m² Wohnfläche,"Kleinertstrasse 2, 8037 Zürich"
CHF 6’690.– / Monat,8.5 Zimmer 170m² Wohnfläche,"Hegnauweg 13, 8052 Zürich"
CHF 4’870.– / Monat,4.5 Zimmer 104m² Wohnfläche,"Limmatstrasse 27, 8005 Zürich"
Preis auf Anfrage,6.5 Zimmer 220m² Wohnfläche,8001 Zürich
CHF 230.– / Monat,2 Zimmer 9m² Wohnfläche,"Obsthaldenstrasse 50, 8046 Zürich"
CHF 10’260.– / Monat,9 Zimmer 180m² Wohnfläche,"Heliosstrasse 12, 8032 Zürich"
CHF 5’240.– / Monat,4.5 Zimmer 183m² Wohnfläche,"Tobelhofstrasse 242, 8044 Zürich"
CHF 5’870.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Tobelhofstrasse 242, 8044 Zürich"
CHF 5’600.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Tobelhofstrasse 240, 8044 Zürich"
CHF 4’010.– / Monat,104m² Wohnfläche,"Hadlaubstrasse 137, 8006 Zürich"
CHF 5’070.– / Monat,50m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 4’140.– / Monat,54m² Wohnfläche,"Albertstrasse 7, 8005 Zürich"
CHF 3’640.– / Monat,5 Zimmer 148m² Wohnfläche,"Stodolastrasse 7, 8053 Zürich"
CHF 6’300.– / Monat,93m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 6’150.– / Monat,58m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 6’150.– / Monat,58m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 4’610.– / Monat,60m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 7’700.– / Monat,135m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 3’530.– / Monat,47m² Wohnfläche,"Binzmühlestr. 50, 8050 Zurich"
CHF 4’610.– / Monat,60m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 3’680.– / Monat,26m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 6’300.– / Monat,81m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 6’000.– / Monat,73m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 6’280.– / Monat,135m² Wohnfläche,"Freyastrasse 8, 8004 Zurich"
