Price,Rooms & Living Space Details,Address
CHF 2’670.– / Monat,4.5 Zimmer 98m² Wohnfläche,"Badenerstrasse 650, 8048 Zürich"
CHF 3’250.– / Monat,4.5 Zimmer 116m² Wohnfläche,"Riedgrabenweg 39, 8050 Zürich"
CHF 5’550.– / Monat,6.5 Zimmer 162m² Wohnfläche,"Baslerstrasse 77, 8048 Zürich"
CHF 4’480.– / Monat,6.5 Zimmer 139m² Wohnfläche,"Pfirsichstrasse 10, 8006 Zürich"
CHF 4’040.– / Monat,5 Zimmer,"Möhrlistrasse 17, 8006 Zürich"
CHF 1’310.– / Monat,2 Zimmer 54m² Wohnfläche,"Hönggerstr. 148, 8037 Zürich"
CHF 3’190.– / Monat,5 Zimmer,"Freihofstrasse 38, 8048 Zürich"
CHF 8’060.– / Monat,7.5 Zimmer,"Zürichbergstrasse 191, 8044 Zürich"
CHF 3’470.– / Monat,3.5 Zimmer 112m² Wohnfläche,"Münstergasse 26, 8001 Zürich"
CHF 5’450.– / Monat,4.5 Zimmer,"Zürichbergstrasse 191, 8044 Zürich"
CHF 8’060.– / Monat,7.5 Zimmer,"Zürichbergstrasse 191, 8044 Zürich"
CHF 7’100.– / Monat,6.5 Zimmer,"Zürichbergstrasse 191, 8044 Zürich"
CHF 3’610.– / Monat,5 Zimmer 125m² Wohnfläche,"Feldblumenweg 27, 8048 Zürich"
CHF 2’790.– / Monat,6.5 Zimmer 158m² Wohnfläche,"Bertastrasse 74, 8003 Zürich"
CHF 3’570.– / Monat,5 Zimmer,"Schaffhauserstrasse 204, 8057 Zürich"
CHF 4’160.– / Monat,3 Zimmer 106m² Wohnfläche,"Bergstrasse 109, 8032 Zürich"
CHF 5’130.– / Monat,5 Zimmer 139m² Wohnfläche,"Konradstrasse 71, 8005 Zurich"
CHF 1’820.– / Monat,2 Zimmer 26m² Wohnfläche,"Badenerstrasse, 8003 Zürich"
CHF 8’290.– / Monat,7.5 Zimmer,"Glockengasse 8, 8001 Zürich"
CHF 6’690.– / Monat,6.5 Zimmer,"Bodmerstrasse 2, 8002 Zürich"
CHF 3’120.– / Monat,6.5 Zimmer,"Badenerstrasse 332, 8004 Zürich"
CHF 4’240.– / Monat,3 Zimmer 81m² Wohnfläche,"Kirchgasse 33, 8001 Zürich"
CHF 4’680.– / Monat,6.5 Zimmer 164m² Wohnfläche,"Letzigraben 26, 8003 Zürich"
CHF 2’800.– / Monat,6.5 Zimmer 104m² Wohnfläche,"Schwandenwiesen 25, 8052 Zürich"
CHF 3’250.– / Monat,7.5 Zimmer 127m² Wohnfläche,"Schwandenwiesen 7, 8052 Zürich"
CHF 3’150.– / Monat,5 Zimmer 125m² Wohnfläche,"Trichtenhausenstrasse 17, 8053 Zürich"
CHF 3’250.– / Monat,4.5 Zimmer 123m² Wohnfläche,"Trichtenhausenstrasse 15, 8053 Zürich"
CHF 4’060.– / Monat,6.5 Zimmer 148m² Wohnfläche,"Badenerstrasse 803, 8048 Zürich"
CHF 9’520.– / Monat,11 Zimmer 240m² Wohnfläche,"Bergstrasse 76, 8032 Zürich"
CHF 5’200.– / Monat,6 Zimmer 180m² Wohnfläche,"Hügelstrasse, 8002 Zürich"
CHF 3’510.– / Monat,6 Zimmer 177m² Wohnfläche,"Speerstrasse 56, 8038 Zürich"
CHF 2’250.– / Monat,2 Zimmer 50m² Wohnfläche,"Nordstrasse 166, 8037 Zürich"
CHF 4’410.– / Monat,7.5 Zimmer 170m² Wohnfläche,"Winzerstrasse 60, 8049 Zürich"
CHF 6’210.– / Monat,7.5 Zimmer 210m² Wohnfläche,"363 Schaffhauserstrasse, 8050 Zürich"
CHF 5’050.– / Monat,7.5 Zimmer,"Neumünsterstrasse 34, 8008 Zürich"
CHF 5’510.– / Monat,6.5 Zimmer 166m² Wohnfläche,"Leutschenbachstrasse 30 - B1504, 8050 Zürich"
CHF 9’000.– / Monat,7.5 Zimmer,"Schipfe 2, 8001 Zürich"
CHF 6’160.– / Monat,4.5 Zimmer 135m² Wohnfläche,"Leuengasse 4, 8001 Zürich"
CHF 2’620.– / Monat,2 Zimmer 47m² Wohnfläche,"Zielweg 80, 8055 Zürich"
CHF 5’600.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Tobelhofstrasse 242, 8044 Zürich"
CHF 4’190.– / Monat,4.5 Zimmer 131m² Wohnfläche,"Tobelhofstrasse 240, 8044 Zürich"
CHF 4’450.– / Monat,41m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 4’760.– / Monat,50m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 7’210.– / Monat,3 Zimmer 104m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 11’160.– / Monat,6.5 Zimmer 240m² Wohnfläche,"Leutschenbachstrasse 30 - B1803, 8050 Zürich"
CHF 6’250.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Mythenquai 349a, 8038 Zürich"
CHF 6’720.– / Monat,4.5 Zimmer 160m² Wohnfläche,"Mythenquai 353, 8038 Zürich"
CHF 3’990.– / Monat,28m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 6’310.– / Monat,73m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 3’220.– / Monat,24m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 7’830.– / Monat,121m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 4’910.– / Monat,49m² Wohnfläche,"Rotachstrasse 33, 8003 Zurich"
CHF 7’550.– / Monat,6.5 Zimmer 187m² Wohnfläche,"Wuhrstrasse 30, 8003 Zürich"
CHF 6’150.– / Monat,85m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 6’440.– / Monat,3 Zimmer 95m² Wohnfläche,"Rotachstrasse 33, 8003 Zurich"
CHF 4’760.– / Monat,66m² Wohnfläche,"Binzmühlestr. 50, 8050 Zurich"
CHF 6’150.– / Monat,77m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 2’910.– / Monat,21m² Wohnfläche,"Rotachstrasse 33, 8003 Zurich"
CHF 5’220.– / Monat,3 Zimmer 62m² Wohnfläche,"Wolframplatz 1, 8045 Zurich"
CHF 3’830.– / Monat,28m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 4’610.– / Monat,45m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 3’530.– / Monat,47m² Wohnfläche,"Binzmühlestr. 48, 8050 Zurich"
CHF 6’610.– / Monat,154m² Wohnfläche,"Binzmühlestr. 48, 8050 Zurich"
CHF 6’610.– / Monat,77m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 3’250.– / Monat,5 Zimmer,"Dubsstrasse 46, 8003 Zürich"
CHF 3’380.– / Monat,6.5 Zimmer 171m² Wohnfläche,"Zwängiweg 23, 8038 Zürich"
CHF 3’190.– / Monat,4.5 Zimmer 108m² Wohnfläche,"Rümlangstrasse, 8052 Zürich"
CHF 4’610.– / Monat,3.5 Zimmer 135m² Wohnfläche,"Kinkelstrasse 36, 8006 Zürich"
CHF 3’790.– / Monat,5 Zimmer 127m² Wohnfläche,"Albisstrasse 99, 8038 Zürich"
CHF 3’270.– / Monat,3 Zimmer 173m² Wohnfläche,"Albisstrasse 99, 8038 Zürich"
CHF 2’850.– / Monat,4.5 Zimmer 116m² Wohnfläche,"Badenerstr. 727, 8048 Zurich"
CHF 1’010.– / Monat,7.5 Zimmer 185m² Wohnfläche,"Fabrikstrasse 12, 8005 Zürich"
CHF 6’700.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Zürichbergstrasse 127, 8044 Zürich"
CHF 4’160.– / Monat,6.5 Zimmer 145m² Wohnfläche,"Diggelmannstrasse 27, 8047 Zürich"
CHF 5’500.– / Monat,3 Zimmer 116m² Wohnfläche,"Zimmergasse 8, 8008 Zürich"
CHF 1’820.– / Monat,2 Zimmer,"Bergwiesen 35, 8047 Zürich"
CHF 4’680.– / Monat,5 Zimmer 154m² Wohnfläche,8046 Zürich
CHF 4’980.– / Monat,6 Zimmer 173m² Wohnfläche,8046 Zürich
CHF 3’440.– / Monat,5 Zimmer 102m² Wohnfläche,"Mutschellenstrasse 10, 8002 Zürich"
CHF 2’640.– / Monat,2 Zimmer 49m² Wohnfläche,"Stampfenbachstrasse 146 / Beckenhofstrasse 61, 8006 Zürich"
CHF 3’020.– / Monat,3 Zimmer 102m² Wohnfläche,"Langensteinenstrasse 6, 8057 Zürich"
CHF 190.– / Monat,,"Heerenwiesen 41, 8051 Zürich"
CHF 5’070.– / Monat,54m² Wohnfläche,"Zweierstrasse 24, 8004 Zurich"
CHF 3’220.– / Monat,26m² Wohnfläche,"Zweierstrasse 24, 8004 Zurich"
CHF 4’450.– / Monat,43m² Wohnfläche,"Zweierstrasse 24, 8004 Zurich"
CHF 4’760.– / Monat,43m² Wohnfläche,"Zweierstrasse 24, 8004 Zurich"
CHF 4’670.– / Monat,4.5 Zimmer 170m² Wohnfläche,"Feldstrasse 24, 8004 Zürich"
CHF 5’450.– / Monat,9 Zimmer 220m² Wohnfläche,"Witikonerstrasse 43, 8032 Zürich"
CHF 4’450.– / Monat,47m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 8’120.– / Monat,8 Zimmer 210m² Wohnfläche,"Carmenstrasse 35, 8032 Zürich"
CHF 13’610.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Etzelstrasse 35, 8038 Zürich"
CHF 4’310.– / Monat,6 Zimmer 158m² Wohnfläche,"Bertastrasse 69, 8003 Zürich"
CHF 4’100.– / Monat,4.5 Zimmer 145m² Wohnfläche,"Triemlistrasse 89, 8047 Zürich"
CHF 780.– / Monat,,"Herrligstr. 5, 8048 Zürich"
CHF 3’370.– / Monat,21m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 4’910.– / Monat,4.5 Zimmer 77m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 5’050.– / Monat,4.5 Zimmer 106m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 4’910.– / Monat,4.5 Zimmer 87m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 4’910.– / Monat,3 Zimmer 68m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 5’380.– / Monat,102m² Wohnfläche,"Binzmühlestr. 50, 8050 Zurich"
CHF 3’680.– / Monat,39m² Wohnfläche,"Waffenplatzstrasse 72, 8002 Zurich"
CHF 3’220.– / Monat,24m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 6’150.– / Monat,3 Zimmer 72m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 3’990.– / Monat,39m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 6’460.– / Monat,73m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 4’300.– / Monat,50m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 4’610.– / Monat,70m² Wohnfläche,"Binzmühlestr. 48, 8050 Zurich"
CHF 5’070.– / Monat,5 Zimmer 116m² Wohnfläche,"Binzmühlestr. 48, 8050 Zurich"
CHF 6’460.– / Monat,70m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 3’220.– / Monat,43m² Wohnfläche,"Binzmühlestr. 46, 8050 Zurich"
CHF 3’990.– / Monat,54m² Wohnfläche,"Freyastrasse 8, 8004 Zurich"
CHF 4’450.– / Monat,64m² Wohnfläche,"Freyastrasse 8, 8004 Zurich"
CHF 4’450.– / Monat,47m² Wohnfläche,"Rotachstrasse 33, 8003 Zurich"
CHF 3’830.– / Monat,45m² Wohnfläche,"Binzmühlestr. 46, 8050 Zurich"
CHF 5’130.– / Monat,6.5 Zimmer 145m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 5’870.– / Monat,6 Zimmer 173m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 1’570.– / Monat,2 Zimmer 16m² Wohnfläche,"Badenerstrasse, 8003 Zürich"
CHF 9’410.– / Monat,3 Zimmer 166m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 4’300.– / Monat,64m² Wohnfläche,"Freyastrasse 8, 8004 Zurich"
CHF 5’690.– / Monat,58m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 6’300.– / Monat,70m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 4’610.– / Monat,60m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 6’610.– / Monat,79m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 3’830.– / Monat,54m² Wohnfläche,"Freyastrasse 8, 8004 Zurich"
CHF 4’140.– / Monat,47m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 3’220.– / Monat,22m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 6’300.– / Monat,83m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 2’910.– / Monat,43m² Wohnfläche,"Binzmühlestr. 50, 8050 Zurich"
CHF 3’060.– / Monat,21m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 4’450.– / Monat,49m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 4’760.– / Monat,54m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 6’300.– / Monat,3 Zimmer 89m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 3’060.– / Monat,26m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 3’830.– / Monat,43m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 4’610.– / Monat,47m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 6’300.– / Monat,2 Zimmer 70m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 7’540.– / Monat,3 Zimmer 89m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 4’610.– / Monat,73m² Wohnfläche,"Waffenplatzstrasse 72, 8002 Zurich"
CHF 5’070.– / Monat,58m² Wohnfläche,"Gerechtigkeitsgasse 8, 8001 Zurich"
CHF 3’530.– / Monat,39m² Wohnfläche,"Waffenplatzstrasse 72, 8002 Zurich"
CHF 3’060.– / Monat,18m² Wohnfläche,"Waffenplatzstrasse 72, 8002 Zurich"
CHF 5’840.– / Monat,98m² Wohnfläche,"Binzmühlestr. 46, 8050 Zurich"
CHF 2’910.– / Monat,25m² Wohnfläche,"Binzmühlestr. 48, 8050 Zurich"
CHF 4’760.– / Monat,70m² Wohnfläche,"Binzmühlestr. 48, 8050 Zurich"
CHF 6’300.– / Monat,150m² Wohnfläche,"Waffenplatzstrasse 72, 8002 Zurich"
CHF 2’910.– / Monat,22m² Wohnfläche,"Binzmühlestr. 46, 8050 Zurich"
CHF 3’680.– / Monat,43m² Wohnfläche,"Binzmühlestr. 46, 8050 Zurich"
CHF 7’860.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Seefeldstrasse, 8008 Zürich"
CHF 3’750.– / Monat,3 Zimmer 102m² Wohnfläche,"Seefeldstrasse, 8008 Zürich"
CHF 3’130.– / Monat,4.5 Zimmer,"Friesenbergstrasse 233, 8055 Zürich"
CHF 2’380.– / Monat,2 Zimmer 49m² Wohnfläche,"Dufourstrasse 24, 8008 Zürich"
CHF 3’190.– / Monat,5 Zimmer,"Friesstrasse 28, 8050 Zürich"
CHF 1’660.– / Monat,2 Zimmer 52m² Wohnfläche,"Brahmsstrasse 139, 8003 Zürich"
CHF 2’460.– / Monat,3 Zimmer 106m² Wohnfläche,"Langgrütstrasse 37, 8047 Zürich"
CHF 9’960.– / Monat,9 Zimmer 410m² Wohnfläche,"Flühgasse, 8008 Zürich"
CHF 1’760.– / Monat,2 Zimmer 19m² Wohnfläche,"Brandschenkestrasse, 8002 Zürich"
CHF 1’760.– / Monat,2 Zimmer 21m² Wohnfläche,"Birchstrasse, 8050 Zürich"
CHF 2’550.– / Monat,3.5 Zimmer,"Bederstr. 102, 8002 Zürich"
CHF 4’760.– / Monat,4.5 Zimmer 127m² Wohnfläche,"Arbenzstrasse 20, 8008 Zürich"
CHF 9’070.– / Monat,6.5 Zimmer 150m² Wohnfläche,"Bergstrasse 109, 8032 Zürich"
CHF 6’690.– / Monat,6.5 Zimmer 164m² Wohnfläche,"Rotachstrasse 22, 8003 Zürich"
CHF 3’860.– / Monat,3 Zimmer 121m² Wohnfläche,"Zeltweg 62, 8032 Zürich"
CHF 2’430.– / Monat,3 Zimmer 108m² Wohnfläche,"Hofwiesenstr. 330, 8050 Zürich"
CHF 2’670.– / Monat,7.5 Zimmer,"Hofackerstrasse 40, 8032 Zürich"
CHF 3’250.– / Monat,6.5 Zimmer 154m² Wohnfläche,"Arianestrasse 19, 8052 Zürich"
CHF 4’600.– / Monat,6.5 Zimmer 160m² Wohnfläche,8046 Zürich
CHF 2’960.– / Monat,6 Zimmer,"Luegislandstrasse 485, 8051 Zürich"
CHF 4’570.– / Monat,2 Zimmer 56m² Wohnfläche,"Morgartenstrasse 15, 8004 Zürich"
CHF 4’140.– / Monat,6.5 Zimmer 145m² Wohnfläche,"Franklinstrasse 31, 8050 Zürich"
CHF 2’940.– / Monat,4.5 Zimmer 100m² Wohnfläche,"Bändlistrasse 73, 8064 Zürich"
CHF 580.– / Monat,,"Luegislandstrasse 483, 8051 Zürich"
CHF 4’410.– / Monat,3 Zimmer 120m² Wohnfläche,"Forchstrasse 84, 8008 Zürich"
CHF 3’690.– / Monat,3.5 Zimmer 83m² Wohnfläche,"Mythenquai 349a, 8038 Zürich"
CHF 3’990.– / Monat,4.5 Zimmer 135m² Wohnfläche,"Zollikerstrasse 164, 8008 Zürich"
CHF 7’140.–,8.5 Zimmer 240m² Wohnfläche,"Birmensdorferstrasse 553a, 8055 Zürich"
CHF 5’910.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Nordstrasse 20, 8006 Zürich"
CHF 4’160.– / Monat,5 Zimmer,"Starengasse 7, 8052 Zürich"
CHF 4’130.– / Monat,4.5 Zimmer 154m² Wohnfläche,"8032 Zürich, nähe Kreuzplatz"
CHF 3’650.– / Monat,6.5 Zimmer 169m² Wohnfläche,"Michelstrasse 15, 8049 Zürich"
CHF 3’830.– / Monat,7.5 Zimmer 175m² Wohnfläche,"Michelstrasse 15, 8049 Zürich"
Preis auf Anfrage,4.5 Zimmer,"Kasinostrasse 8, 8032 Zürich"
Preis auf Anfrage,6.5 Zimmer,"Kasinostrasse 8, 8032 Zürich"
CHF 10’930.– / Monat,8.5 Zimmer,8057 ZÜRICH
CHF 5’540.– / Monat,4.5 Zimmer 102m² Wohnfläche,"Forchstrasse 84, 8008 Zürich"
CHF 4’030.– / Monat,6.5 Zimmer 148m² Wohnfläche,"Schächenstrasse 8, 8048 Zürich"
CHF 2’970.– / Monat,5 Zimmer,"Badenerstrasse 332, 8004 Zürich"
CHF 4’200.– / Monat,3 Zimmer 116m² Wohnfläche,"Schrennengasse 10, 8003 Zürich"
CHF 3’680.– / Monat,43m² Wohnfläche,"Albertstrasse 7, 8005 Zürich"
CHF 5’050.– / Monat,6.5 Zimmer 135m² Wohnfläche,"Badenerstrasse 362, 8004 Zürich"
CHF 4’240.– / Monat,2 Zimmer 50m² Wohnfläche,"Franklinstrasse 12, 8050 Zürich"
CHF 2’450.– / Monat,2 Zimmer 22m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 4’570.– / Monat,4.5 Zimmer 116m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 3’080.– / Monat,2 Zimmer 39m² Wohnfläche,"Schaffhauserstrasse 137, 8057 Zürich"
CHF 3’940.– / Monat,3 Zimmer 116m² Wohnfläche,"Hanfrose 8, 8055 Zürich"
CHF 4’610.– / Monat,3 Zimmer 116m² Wohnfläche,"Zelgstrasse 19, 8003 Zürich"
CHF 4’310.– / Monat,4.5 Zimmer 116m² Wohnfläche,"Asylstrasse 125, 8032 Zürich"
CHF 5’050.– / Monat,5 Zimmer 135m² Wohnfläche,"Friesstrasse 12, 8050 Zürich"
CHF 4’090.– / Monat,4.5 Zimmer 77m² Wohnfläche,"Friesstrasse 12, 8050 Zürich"
CHF 4’090.– / Monat,4.5 Zimmer 77m² Wohnfläche,"Asylstrasse 125, 8032 Zürich"
CHF 5’800.– / Monat,5 Zimmer 148m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
