Price,Rooms & Living Space Details,Address
CHF 5’180.– / Monat,5 Zimmer 87m² Wohnfläche,"Zelgstrasse 19, 8003 Zürich"
CHF 4’380.– / Monat,3 Zimmer 58m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 5’510.– / Monat,4.5 Zimmer 97m² Wohnfläche,"Rotachstrasse 20, 8003 Zürich"
CHF 5’510.– / Monat,4.5 Zimmer 116m² Wohnfläche,"Kalkbreitestrasse 41, 8003 Zürich"
CHF 7’830.– / Monat,127m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 6’280.– / Monat,5 Zimmer 154m² Wohnfläche,"Hardstrasse 236/238, 8005 Zurich"
CHF 4’760.– / Monat,154m² Wohnfläche,"Hardstrasse 236/238, 8005 Zurich"
CHF 7’050.– / Monat,3 Zimmer 104m² Wohnfläche,"Cramerstrasse 8-12, 8004 Zurich"
CHF 5’220.– / Monat,97m² Wohnfläche,"Waffenplatzstrasse 72, 8002 Zurich"
CHF 4’610.– / Monat,4.5 Zimmer 110m² Wohnfläche,"Im Heuried 70, 8055 Zürich"
CHF 3’900.– / Monat,6.5 Zimmer 131m² Wohnfläche,"Birchstrasse 183B, 8050 Zürich"
CHF 4’220.– / Monat,4.5 Zimmer 162m² Wohnfläche,"Witikonerstrasse 188, 8053 Zürich"
CHF 1’910.– / Monat,2 Zimmer 70m² Wohnfläche,"Kolbenacker 34, 8052 Zürich"
CHF 6’240.– / Monat,5 Zimmer 140m² Wohnfläche,"Fritz-Fleiner-Weg, 8044 Zürich"
CHF 3’320.– / Monat,4.5 Zimmer 139m² Wohnfläche,"Frankentalerstrasse 3, 8049 Zürich"
CHF 3’790.– / Monat,5 Zimmer 118m² Wohnfläche,"Eichbühlstrasse 64, 8004 Zürich"
CHF 5’870.– / Monat,6.5 Zimmer 146m² Wohnfläche,"Uhlandstrasse 6, 8037 Zürich"
CHF 6’690.– / Monat,4.5 Zimmer 145m² Wohnfläche,"Dufourstrasse 119, 8008 Zürich"
CHF 4’630.– / Monat,6 Zimmer 164m² Wohnfläche,"Sandstrasse 5, 8003 Zürich"
CHF 5’320.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Badenerstrasse 131, 8004 Zürich"
CHF 3’940.– / Monat,3.5 Zimmer 77m² Wohnfläche,"Baumackerstrasse 8, 8050 Zürich"
CHF 5’890.– / Monat,6.5 Zimmer 183m² Wohnfläche,"Baumackerstrasse 8, 8050 Zürich"
CHF 3’860.– / Monat,5 Zimmer 154m² Wohnfläche,"Klosbachstrasse 72, 8032 Zürich"
CHF 3’720.– / Monat,2 Zimmer 179m² Wohnfläche,"Badenerstrasse 434, 8004 Zürich"
CHF 4’250.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Kyburgstrasse 28, 8037 Zürich"
CHF 2’710.– / Monat,3 Zimmer 89m² Wohnfläche,"Regensbergstrasse 87, 8050 Zürich"
CHF 1’780.– / Monat,2 Zimmer 24m² Wohnfläche,"Scheuchzerstrasse 160, 8057 Zürich"
CHF 3’530.– / Monat,4.5 Zimmer 89m² Wohnfläche,"Grubenackerstrasse 71, 8052 Zürich"
CHF 3’840.– / Monat,4.5 Zimmer 83m² Wohnfläche,"Döltschiweg 39, 8055 Zurich"
CHF 4’410.– / Monat,4.5 Zimmer 104m² Wohnfläche,"Hinterbergstrasse 82, 8044 Zürich"
CHF 3’580.– / Monat,3.5 Zimmer 148m² Wohnfläche,"Limmattalstrasse 329, 8049 Zürich"
CHF 2’650.– / Monat,2 Zimmer 47m² Wohnfläche,"Militärstrasse 12, 8004 Zürich"
CHF 4’240.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Saumackerstrasse 54, 8048 Zürich"
CHF 5’200.– / Monat,4.5 Zimmer 135m² Wohnfläche,"Naphtastrasse 10, 8005 Zurich"
CHF 5’070.– / Monat,47m² Wohnfläche,"Zweierstrasse 24, 8004 Zurich"
CHF 1’040.– / Monat,,"Luegislandstrasse 485, 8051 Zürich"
CHF 2’500.– / Monat,5 Zimmer 120m² Wohnfläche,"Wehntalerstrasse 502, 8046 Zürich"
CHF 2’060.– / Monat,3.5 Zimmer 22m² Wohnfläche,"Zinistrasse 9, 8004 Zürich"
CHF 5’200.– / Monat,2 Zimmer 87m² Wohnfläche,"Germaniastrasse 99, 8044 Zürich"
CHF 3’340.– / Monat,4.5 Zimmer 131m² Wohnfläche,"Beckenhofstrasse 15, 8006 Zürich"
CHF 3’540.– / Monat,3.5 Zimmer 114m² Wohnfläche,"Beckenhofstrasse 6, 8006 Zürich"
CHF 1’980.– / Monat,2 Zimmer,"SAATLENSTRASSE 17, 8051 Zürich"
CHF 3’680.– / Monat,4.5 Zimmer 114m² Wohnfläche,"Hanfrose 17, 8055 Zürich"
CHF 3’370.– / Monat,3 Zimmer 89m² Wohnfläche,"Imbisbühlstrasse 4, 8049 Zürich"
CHF 5’430.– / Monat,7.5 Zimmer 160m² Wohnfläche,"Birmensdorferstrasse 93, 8003 Zürich"
CHF 10’860.– / Monat,7.5 Zimmer 250m² Wohnfläche,"Drusbergstrasse 62, 8053 Zürich"
CHF 5’510.– / Monat,85m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 5’660.– / Monat,89m² Wohnfläche,"Bellariastrasse 36, 8002 Zurich"
CHF 3’420.– / Monat,3 Zimmer 77m² Wohnfläche,"Universitätstrasse 80, 8006 Zürich"
CHF 5’020.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Im Langwil 6, 8044 Gockhausen"
CHF 8’630.– / Monat,112m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 9’250.– / Monat,131m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 3’370.– / Monat,24m² Wohnfläche,"Brandschenkestrasse 10, 8001 Zürich"
CHF 4’010.– / Monat,3 Zimmer 72m² Wohnfläche,"Binzmühlestrasse 51, 8050 Zürich"
CHF 4’380.– / Monat,3 Zimmer 116m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 3’270.– / Monat,3.5 Zimmer 39m² Wohnfläche,"Dubsstrasse 30, 8003 Zürich"
CHF 3’120.– / Monat,2 Zimmer 22m² Wohnfläche,"Dubsstrasse 30, 8003 Zürich"
CHF 3’120.– / Monat,2 Zimmer 39m² Wohnfläche,"Morgartenstrasse 15, 8004 Zürich"
CHF 3’420.– / Monat,2 Zimmer 28m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 3’420.– / Monat,2 Zimmer 28m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 3’420.– / Monat,2 Zimmer 41m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 2’600.– / Monat,2 Zimmer 18m² Wohnfläche,"Schaffhauserstrasse 137, 8057 Zürich"
CHF 4’380.– / Monat,3 Zimmer 87m² Wohnfläche,"Zelgstrasse 19, 8003 Zürich"
CHF 3’640.– / Monat,2 Zimmer 49m² Wohnfläche,"Langstrasse 213, 8005 Zürich"
CHF 4’380.– / Monat,4.5 Zimmer 106m² Wohnfläche,"Badenerstrasse 362, 8004 Zürich"
CHF 5’330.– / Monat,6.5 Zimmer 135m² Wohnfläche,"Zelgstrasse 19, 8003 Zürich"
CHF 4’380.– / Monat,3 Zimmer 58m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 4’760.– / Monat,5 Zimmer 145m² Wohnfläche,"Friesstrasse 12, 8050 Zürich"
CHF 3’420.– / Monat,2 Zimmer 41m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 4’910.– / Monat,4.5 Zimmer 77m² Wohnfläche,"Langstrasse 213, 8005 Zürich"
CHF 4’090.– / Monat,3 Zimmer 68m² Wohnfläche,"Langstrasse 213, 8005 Zürich"
CHF 3’270.– / Monat,2 Zimmer 58m² Wohnfläche,"Friesstrasse 12, 8050 Zürich"
CHF 2’940.– / Monat,2 Zimmer 39m² Wohnfläche,"Binzmühlestrasse 51, 8050 Zürich"
CHF 3’120.– / Monat,2 Zimmer 39m² Wohnfläche,"Dubsstrasse 30, 8003 Zürich"
CHF 4’090.– / Monat,3 Zimmer 77m² Wohnfläche,"Friesstrasse 16, 8050 Zürich"
CHF 4’420.– / Monat,3 Zimmer 87m² Wohnfläche,"Zelgstrasse 19, 8003 Zürich"
CHF 3’120.– / Monat,2 Zimmer 58m² Wohnfläche,"Friesstrasse 12, 8050 Zürich"
CHF 4’090.– / Monat,3 Zimmer 77m² Wohnfläche,"Friesstrasse 16, 8050 Zürich"
CHF 3’120.– / Monat,2 Zimmer 26m² Wohnfläche,"Badenerstrasse 362, 8004 Zürich"
CHF 3’420.– / Monat,2 Zimmer 25m² Wohnfläche,"Universitätsstrasse 80/82, 8006 Zürich"
CHF 3’270.– / Monat,2 Zimmer 39m² Wohnfläche,"Morgartenstrasse 15, 8004 Zürich"
CHF 3’190.– / Monat,3.5 Zimmer 68m² Wohnfläche,"Gubelstrasse 64, 8050 Zürich"
CHF 3’250.– / Monat,3.5 Zimmer 49m² Wohnfläche,"Friesstrasse 33, 8050 Zürich"
CHF 3’250.– / Monat,3.5 Zimmer 49m² Wohnfläche,"Friesstrasse 33, 8050 Zürich"
CHF 3’270.– / Monat,3.5 Zimmer 50m² Wohnfläche,"Friesstrasse 16, 8050 Zürich"
CHF 3’940.– / Monat,3 Zimmer 77m² Wohnfläche,"Friesstrasse 8, 8050 Zürich"
CHF 2’650.– / Monat,2 Zimmer 22m² Wohnfläche,"Friesstrasse 8, 8050 Zürich"
CHF 2’800.– / Monat,3.5 Zimmer 39m² Wohnfläche,"Friesstrasse 8, 8050 Zürich"
CHF 3’690.– / Monat,2 Zimmer 39m² Wohnfläche,"Binzmühlestrasse 51, 8050 Zürich"
CHF 3’570.– / Monat,2 Zimmer 58m² Wohnfläche,"Binzmühlestrasse 51, 8050 Zürich"
CHF 3’340.– / Monat,2 Zimmer 49m² Wohnfläche,"Binzmühlestrasse 51, 8050 Zürich"
CHF 3’120.– / Monat,2 Zimmer 39m² Wohnfläche,"Asylstrasse 125, 8032 Zürich"
CHF 3’120.– / Monat,2 Zimmer 43m² Wohnfläche,"Asylstrasse 125, 8032 Zürich"
CHF 4’610.– / Monat,75m² Wohnfläche,"Binzmühlestr. 50, 8050 Zurich"
CHF 4’910.– / Monat,66m² Wohnfläche,"Binzmühlestr. 50, 8050 Zurich"
CHF 6’000.– / Monat,3 Zimmer 72m² Wohnfläche,"Cramerstrasse 2-6, 8004 Zurich"
CHF 3’700.– / Monat,4.5 Zimmer 110m² Wohnfläche,"Im Heuried 70, 8055 Zürich"
CHF 3’720.– / Monat,4.5 Zimmer 173m² Wohnfläche,"Wehntalerstrasse, 8046 Zürich"
CHF 2’040.– / Monat,2 Zimmer 43m² Wohnfläche,"Predigerplatz, 8001 Zürich"
CHF 2’000.– / Monat,2 Zimmer 49m² Wohnfläche,"Müllerstrasse, 8004 Zürich"
CHF 3’420.– / Monat,6.5 Zimmer 166m² Wohnfläche,"Leimbachstrasse 43, 8041 Zürich"
CHF 2’970.– / Monat,4.5 Zimmer,"Dufourstrasse, 8008 Zurich"
CHF 4’760.– / Monat,6.5 Zimmer 164m² Wohnfläche,"Delphinstrasse, 8008 Zürich"
CHF 4’770.– / Monat,7.5 Zimmer 170m² Wohnfläche,"Rudolf-Hägi-Strasse, 8052 Zürich"
CHF 2’240.– / Monat,3.5 Zimmer 43m² Wohnfläche,"Manessestrasse, 8045 Zürich"
CHF 5’640.– / Monat,4.5 Zimmer 125m² Wohnfläche,"Susenbergstrasse 177, 8044 Zürich"
CHF 4’130.– / Monat,6.5 Zimmer 145m² Wohnfläche,"Waffenplatzstrasse 46, 8002 Zürich"
CHF 1’560.– / Monat,3.5 Zimmer 73m² Wohnfläche,"Althoossteig 15, 8046 Zürich"
CHF 1’780.– / Monat,2 Zimmer 24m² Wohnfläche,"Langfurren, 8057 Zürich"
CHF 4’310.– / Monat,4.5 Zimmer 145m² Wohnfläche,"Restelbergstrasse 26, 8044 Zürich"
CHF 5’500.– / Monat,6.5 Zimmer 177m² Wohnfläche,"Germaniastrasse, 8006 Zürich"
CHF 10’410.– / Monat,13.5 Zimmer 310m² Wohnfläche,8002 Zürich
CHF 4’040.– / Monat,5 Zimmer 145m² Wohnfläche,"Grüngasse, 8004 Zürich"
CHF 6’390.– / Monat,6.5 Zimmer 150m² Wohnfläche,"Turbinenstrasse, 8005 Zürich"
CHF 7’700.– / Monat,8.5 Zimmer 200m² Wohnfläche,"Dufourstrasse, 8008 Zürich"
CHF 1’780.– / Monat,2 Zimmer 24m² Wohnfläche,"Langfurren, 8057 Zürich"
CHF 5’950.– / Monat,4.5 Zimmer 140m² Wohnfläche,"Hügelstrasse, 8002 Zürich"
Preis auf Anfrage,15 Zimmer,"Brauerstrasse 52, 8004 Zürich"
CHF 590.– / Monat,2 Zimmer 25m² Wohnfläche,"Chaletweg 3, 8050 Zürich"
CHF 1’630.– / Monat,2 Zimmer 22m² Wohnfläche,"Lerchenstrasse, 8045 Zürich"
CHF 3’690.– / Monat,3 Zimmer,"Friesstrasse 12, 8050 Zürich"
CHF 4’140.– / Monat,3 Zimmer,"Friesstrasse 12, 8050 Zürich"
CHF 2’940.– / Monat,2 Zimmer 22m² Wohnfläche,"Asylstrasse 125, 8032 Zürich"
CHF 2’450.– / Monat,2 Zimmer 18m² Wohnfläche,"Badenerstrasse 362, 8004 Zürich"
CHF 2’150.– / Monat,2 Zimmer 15m² Wohnfläche,"Badenerstrasse 362, 8004 Zürich"
CHF 4’140.– / Monat,41m² Wohnfläche,"Militärstrasse 24, 8004 Zurich"
CHF 4’760.– / Monat,7.5 Zimmer 181m² Wohnfläche,"Herrligstrasse 5, 8048 Zürich"
CHF 4’990.– / Monat,4.5 Zimmer 154m² Wohnfläche,"Badenerstrasse 841, 8048 Zürich"
CHF 4’700.– / Monat,4.5 Zimmer 145m² Wohnfläche,"Badenerstrasse 841, 8048 Zürich"
CHF 3’120.– / Monat,2 Zimmer 62m² Wohnfläche,"Froschaugasse 18, 8001 Zürich"
CHF 2’820.– / Monat,6.5 Zimmer 166m² Wohnfläche,"Heerenwiesen23, 8051 Zürich"
CHF 1’680.– / Monat,3.5 Zimmer 68m² Wohnfläche,"Schaffhauserstr. 11, 8006 Zürich"
CHF 2’450.– / Monat,4.5 Zimmer 112m² Wohnfläche,"Schwandenholzstrasse 198a, 8046 Zürich"
CHF 3’340.– / Monat,4.5 Zimmer,"Albisriederstrasse 36, 8003 Zürich"
CHF 4’130.– / Monat,6.5 Zimmer 146m² Wohnfläche,"Habsburgstrasse 26, 8037 Zürich"
CHF 4’310.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Käferholzstrasse 30, 8057 Zürich"
CHF 1’480.– / Monat,25m² Wohnfläche,"Ueberlandstrasse 287, 8051 Zürich"
CHF 4’100.– / Monat,4.5 Zimmer 145m² Wohnfläche,"In der Ey 29, 8047 Zürich"
CHF 1’630.– / Monat,4.5 Zimmer 145m² Wohnfläche,"Bodenacker 5, 8046 Zürich"
CHF 3’270.– / Monat,3 Zimmer,"Gräbligasse, 8001 Zürich"
CHF 4’880.– / Monat,6.5 Zimmer 125m² Wohnfläche,"Mattengasse 16, 8005 Zürich"
CHF 3’490.– / Monat,6.5 Zimmer 135m² Wohnfläche,"8005, 8005 Zürich"
CHF 5’020.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Triemlistrasse 21, 8004 Zürich"
CHF 3’170.– / Monat,5 Zimmer 143m² Wohnfläche,"Langfurren 25, 8057 Zürich"
CHF 4’700.– / Monat,4.5 Zimmer 145m² Wohnfläche,"Badenerstrasse 849-855, 8048 Zürich"
CHF 6’480.– / Monat,7.5 Zimmer 210m² Wohnfläche,"Frauentalweg 102, 8045 Zürich"
CHF 5’020.– / Monat,6.5 Zimmer,"Schaffhauserstrasse 81, 8057 Zürich"
CHF 5’220.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Wehntalerstrasse 432, 8046 Zürich"
CHF 1’150.– / Monat,2 Zimmer,8048 Zürich
CHF 2’750.– / Monat,3 Zimmer 70m² Wohnfläche,"Elisabethenstrasse 10-14, 8004 Zürich"
CHF 4’770.– / Monat,7.5 Zimmer 170m² Wohnfläche,"Rudolf-Hägi-Strasse, 8052 Zürich"
CHF 3’940.– / Monat,6.5 Zimmer 154m² Wohnfläche,"Kalchbühlstrasse, 8038 Zürich"
CHF 1’190.– / Monat,26m² Wohnfläche,"Neugutstrasse, 8002 Zürich"
CHF 2’000.– / Monat,3 Zimmer,8008 Zürich
CHF 930.– / Monat,2 Zimmer 15m² Wohnfläche,8004 Zürich
CHF 3’280.– / Monat,4.5 Zimmer 104m² Wohnfläche,"Grütstrasse 51, 8047 Zürich"
Preis auf Anfrage,13.5 Zimmer 420m² Wohnfläche,"Krönleinstrasse 11, 8044 Zürich"
CHF 6’390.– / Monat,7.5 Zimmer 170m² Wohnfläche,8006 Zürich
CHF 3’720.– / Monat,4.5 Zimmer 166m² Wohnfläche,"Konradstrasse, 8005 Zürich"
CHF 4’760.– / Monat,6.5 Zimmer,"Rotachstrasse, 8003 Zürich"
CHF 4’450.– / Monat,4.5 Zimmer 173m² Wohnfläche,"Gräbligasse, 8001 Zürich"
CHF 2’600.– / Monat,4.5 Zimmer 116m² Wohnfläche,8049 Zürich
CHF 3’790.– / Monat,6.5 Zimmer 148m² Wohnfläche,"Calandastrasse, 8048 Zürich"
CHF 2’080.– / Monat,4.5 Zimmer 154m² Wohnfläche,"sihlhallenstrasse, 8004 Zürich"
CHF 4’430.– / Monat,4.5 Zimmer 116m² Wohnfläche,"Limmatquai, 8001 Zürich"
CHF 4’610.– / Monat,6 Zimmer 135m² Wohnfläche,"Zurich, 8001 Zurich"
CHF 230.– / Monat,,"Feldblumenweg 5, 8048 Zürich"
CHF 3’390.– / Monat,4.5 Zimmer 108m² Wohnfläche,"kilchbergsteig, 8038 Zürich"
CHF 7’360.– / Monat,7.5 Zimmer 140m² Wohnfläche,"Seebach, 8052 Zürich"
CHF 1’780.– / Monat,,"Bucheggstrasse, 8037 Zürich"
CHF 3’570.– / Monat,4.5 Zimmer 114m² Wohnfläche,"Herbstweg, 8050 Zürich"
CHF 1’190.– / Monat,15m² Wohnfläche,"Bachmattstrasse 44, 8048 Zürich"
CHF 5’180.– / Monat,4.5 Zimmer 150m² Wohnfläche,"Brandschenkestrasse, 8001 Zürich"
CHF 5’130.– / Monat,6.5 Zimmer 140m² Wohnfläche,"Flurstrasse close to Hohlstrasse, 8048 Zürich"
CHF 7’730.– / Monat,8.5 Zimmer 240m² Wohnfläche,8055 Zürich
CHF 4’310.–,7.5 Zimmer 173m² Wohnfläche,8000 Zürich
CHF 8’850.– / Monat,10.5 Zimmer 220m² Wohnfläche,8006 Zürich
CHF 960.– / Monat,,"Ueberlandstrasse 43, 8050 Zürich"
CHF 1’190.– / Monat,2 Zimmer 58m² Wohnfläche,"idastrasse, 8003 Zürich"
CHF 1’420.– / Monat,15m² Wohnfläche,"Ackersteinstrasse, 8049 Zürich"
CHF 1’630.– / Monat,,"Oerlikon, 8050 Zürich"
CHF 16’210.– / Monat,15 Zimmer,8032 Zürich
CHF 4’760.– / Monat,4.5 Zimmer 171m² Wohnfläche,"Im Sträler, 8047 Zürich"
CHF 7’730.– / Monat,7.5 Zimmer 200m² Wohnfläche,8055 Zürich
CHF 1’630.– / Monat,22m² Wohnfläche,"mirabellenstrasse 4, 8048 Zürich"
CHF 2’540.– / Monat,4.5 Zimmer 106m² Wohnfläche,8052 Zürich
CHF 1’330.– / Monat,,8050 Zürich
CHF 4’680.– / Monat,6.5 Zimmer 173m² Wohnfläche,8055 Zürich
CHF 3’120.– / Monat,5 Zimmer,8038 Zürich
CHF 4’310.– / Monat,7.5 Zimmer 160m² Wohnfläche,8004 Zürich
CHF 3’570.– / Monat,6.5 Zimmer 140m² Wohnfläche,8041 Zürich
CHF 1’190.– / Monat,,8046 Zürich
CHF 3’690.– / Monat,4.5 Zimmer 139m² Wohnfläche,"Schauenbergstrasse 32, 8046 Zürich"
CHF 5’630.– / Monat,8.5 Zimmer 180m² Wohnfläche,"Schauenbergstrasse 30, 8046 Zürich"
CHF 5’170.– / Monat,6.5 Zimmer 160m² Wohnfläche,"Schauenbergstrasse 32, 8046 Zürich"
CHF 3’470.– / Monat,139m² Wohnfläche,"Schauenbergstrasse 30, 8046 Zürich"
CHF 3’840.– / Monat,6.5 Zimmer 127m² Wohnfläche,"Hoffeld 20, 8057 Zürich"
CHF 2’810.– / Monat,5 Zimmer,8055 Zürich
